alignment_seed,candidate_type,n_reranker_seeds,upper_bound_pct,base_top1_pct,base_top5_pct,base_top10_pct,base_top20_pct,base_mrr_raw,pointwise_top1_pct_mean,pointwise_top1_pct_std,pointwise_top5_pct_mean,pointwise_top5_pct_std,pointwise_top10_pct_mean,pointwise_top10_pct_std,pointwise_top20_pct_mean,pointwise_top20_pct_std,pointwise_mrr_raw_mean,pointwise_mrr_raw_std,transformer_top1_pct_mean,transformer_top1_pct_std,transformer_top5_pct_mean,transformer_top5_pct_std,transformer_top10_pct_mean,transformer_top10_pct_std,transformer_top20_pct_mean,transformer_top20_pct_std,transformer_mrr_raw_mean,transformer_mrr_raw_std,delta_top1_pct_mean,delta_top1_pct_std,delta_top1_pct_positive,delta_top1_pct_zero,delta_top1_pct_negative,delta_top5_pct_mean,delta_top5_pct_std,delta_top5_pct_positive,delta_top5_pct_zero,delta_top5_pct_negative,delta_top10_pct_mean,delta_top10_pct_std,delta_top10_pct_positive,delta_top10_pct_zero,delta_top10_pct_negative,delta_top20_pct_mean,delta_top20_pct_std,delta_top20_pct_positive,delta_top20_pct_zero,delta_top20_pct_negative,delta_mrr_raw_mean,delta_mrr_raw_std,delta_mrr_raw_positive,delta_mrr_raw_zero,delta_mrr_raw_negative
42,mass,3,83.8802,47.4596,63.5111,71.0242,77.7626,0.5503,67.44323333333334,0.7356557777475385,77.0202,0.5911121805545909,80.10553333333334,0.20766945691009386,82.26243333333333,0.15877110358416116,0.7179,0.006550572494064919,68.58243333333333,0.20348548678795983,77.35816666666666,0.36103454590015865,79.99353333333333,0.34047527565644337,82.20360000000001,0.06679790415873713,0.7259666666666666,0.002498666310921358,1.1391999999999978,0.8621374194407788,3,0,0,0.33796666666666414,0.47142386801405767,2,0,1,-0.11200000000000425,0.27967021650508206,2,0,1,-0.05883333333333004,0.18654308706926528,1,1,1,0.008066666666666666,0.0068515205125091495,3,0,0
42,formula,3,89.2572,63.1009,75.7861,80.8669,84.9339,0.6886,73.9709,0.5909834092425901,81.9359,0.2711547713022948,84.49343333333333,0.0785811894369959,86.78133333333334,0.26509568712699505,0.7763666666666666,0.004933896364267594,74.5671,0.2819052500397937,81.96816666666666,0.264534578710101,84.37570000000001,0.08210950005937419,86.77186666666667,0.1392011973128557,0.7801666666666667,0.0025540817005987484,0.5962000000000008,0.6181213796658392,3,0,0,0.032266666666667256,0.21930639145573277,2,0,1,-0.11773333333332896,0.1604963654832517,1,0,2,-0.009466666666668289,0.2821828189903389,1,0,2,0.0038000000000000256,0.004703190406521905,3,0,0
43,mass,3,80.9809,35.9193,52.9278,61.5858,71.1722,0.4433,66.92113333333333,0.41107339166300727,74.39053333333332,0.19766732995953884,76.78663333333333,0.18771684349927875,78.96066666666667,0.11846106251985632,0.7041999999999999,0.003051229260478492,67.1888,0.661901495692526,74.33163333333333,0.1806673554722432,76.66323333333332,0.009814954576221275,78.81636666666667,0.27844874453538654,0.7058333333333333,0.004219399641339179,0.2676666666666658,0.2575479049290395,3,0,0,-0.05889999999999418,0.11019401072653805,1,0,2,-0.12340000000000373,0.19538188247634075,1,0,2,-0.1443000000000012,0.18966473051150026,1,0,2,0.0016333333333333755,0.001305118130030093,3,0,0
43,formula,3,81.653,45.0786,58.9086,65.818,73.5076,0.5185,69.64,0.1368229512910775,74.7209,0.04969144795636524,76.93093333333333,0.19465113237105836,79.22076666666666,0.09412195988892376,0.7214333333333334,0.0012503332889007648,69.30206666666668,0.286008956736211,74.79873333333333,0.15549975348318612,76.92333333333333,0.22514762564445429,79.33283333333333,0.06476745581951676,0.7196,0.0017000000000000348,-0.3379333333333297,0.220580197056156,0,0,3,0.07783333333333549,0.107635743753326,2,0,1,-0.0075999999999964984,0.15009940039854033,1,0,2,0.11206666666666365,0.15643594003083428,2,0,1,-0.0018333333333333164,0.0014977761292441307,0,0,3
44,mass,3,72.2032,23.9121,40.7439,49.9487,60.0535,0.3226,57.7827,0.28333420195945114,65.01483333333333,0.24335195362547174,67.5951,0.21210876926708788,69.9571,0.14966776540057156,0.6121666666666666,0.0019139836293273708,57.42386666666667,0.2673455691297919,64.91606666666667,0.2906781782888694,67.47553333333333,0.26817653389760765,69.58873333333334,0.12593301129304013,0.6090666666666666,0.0021031722072463043,-0.35883333333333195,0.3972448153636887,0,0,3,-0.0987666666666674,0.4888280304292465,2,0,1,-0.11956666666666631,0.2913620828682683,2,0,1,-0.3683666666666691,0.1849427569096275,0,0,3,-0.0031000000000000285,0.0037509998667021537,0,0,3
44,formula,3,75.6038,28.7309,45.1697,53.7537,64.149,0.3687,59.75736666666666,0.5311904115600466,66.73313333333333,0.28447091825586435,70.16593333333333,0.13648649505842136,72.92096666666667,0.1001399687104607,0.6313666666666666,0.003394603560555061,59.81623333333333,0.07211839802250955,67.297,0.2828438968759928,70.3577,0.30916744653989464,72.91143333333333,0.10769216932225503,0.6334333333333333,0.0002081665999466348,0.058866666666666845,0.5508873780849678,1,0,2,0.5638666666666694,0.536995058946849,3,0,0,0.1917666666666662,0.4435390662989327,2,0,1,-0.00953333333333243,0.06794573815429923,1,0,2,0.002066666666666661,0.0035837596645608588,2,0,1
